pmid	title	abstract
37352268	Comparative efficacy of chemical and botanical pediculicides in Thailand and 4% dimeticone against head louse, Pediculus humanus capitis.	Head louse infestations remain a global public-health concern due to increased resistance of lice to artificial pediculicides. In Thailand, there is a lack of comparative data on the current efficacy of pediculicides for treating head lice. In this study, we explored the status of botanical and toxic synthetic pediculicides with that of 4% dimeticone liquid gel for treating head lice in Thailand. The ex-vivo pediculicidal activity of various pediculicidal shampoos available at drugstores in Thailand was assessed and compared with that of 4% dimeticone liquid gel. The shampoos chosen were based on active ingredients toxic to lice (1% permethrin, 0.6% carbaryl, 0.15% Stemona root crude extract, or mixed plant extracts), whereas dimeticone acts physically on lice. We found that exposure to 4% dimeticone liquid gel following the manufacturer's instructions completely killed 100% of head lice in 15 min, whereas other pediculicide products failed to kill the great majority of head lice, whether treatment was for 10 min (resulting in 0% to 50.0% mortality) or 30 min (resulting in 17.0% to 60.0% mortality). We also extended a clinical assessment to confirm the efficacy of 1% permethrin for treating head lice in infested schoolchildren. In this clinical assessment, none of the 26 children treated with 1% permethrin shampoo achieved a cure after two applications. These results highlight that 4% dimeticone demonstrated a higher ex-vivo pediculicidal efficacy compared to both chemical and botanical pediculicides in Thailand. Conversely, 1% permethrin showed low efficacy in both laboratory and clinical assessments. Given its physical mode of action, 4% dimeticone merits consideration as an alternative treatment option for lice in Thailand, particularly in cases where treatment with toxic pediculicides has proven ineffective.
37356513	Individual and interactive biochemical profile damages in Labeo rohita (Cyprinidae) by imidacloprid and clothianidin.	Neonicotinoid insecticide residues are found frequently in different water resources, but the knowledge of their ecological consequences is scanty. The present research focused on one-third of the LC<sub>50</sub> concentration of the two neonicotinoids imidacloprid (66.6 mg/L) and clothianidin (30 mg/L) individually and a mixture (range of 33.3 + 15 mg/L) were exposed to Labeo rohita for 42 days. The investigation evaluated the single and combined insecticidal antagonistic effects on fish cholinesterases (AChE and BChE), oxidative stress activities, and DNA damage (8-OHdG) after intoxication. The imidacloprid (IMI), clothianidin (CLO), and combination intoxication significantly reduced AChE and BChE enzyme activities in the brain, muscle, and serum. The highest levels of AChE inhibition were found in the muscle and brain, whereas the highest levels of BChE were seen in the serum and muscle in the mixed group. The enzymatic and non-enzymatic oxidative activities in the brain and liver varied, with significant increases in superoxide dismutase, catalase activities, lipid peroxidation levels, glutathione S-transferase activity, and a decreasing trend in reduced glutathione levels compared to controls. The 8-OHdG activity increased significantly in proportion to exposure time, while the liver showed the highest increase, followed by the brain in the mixture group. Long-period exposure to neonicotinoids can cause severe neurotoxicity by inhibiting cholinesterase, altering antioxidant activities, and inducing DNA damage (increasing 8-OHdG). The results showed that clothianidin is more toxic than imidacloprid as a single active ingredient, whereas the mixture of two insecticides is more toxic than the single active ingredients.
37505564	Screening of Toxic Effects of Neonicotinoid Insecticides with a Focus on Acetamiprid: A Review.	Recently, neonicotinoids have become the fastest-growing class of insecticides in conventional crop protection, with extensive usage against a wide range of sucking and chewing pests. Neonicotinoids are widely used due to their high toxicity to invertebrates, simplicity, flexibility with which they may be applied, and lengthy persistence, and their systemic nature ensures that they spread to all sections of the target crop. However, these properties raise the risk of environmental contaminations and potential toxicity to non-target organisms. Acetamiprid is a new generation insecticide, which is a safer alternative for controlling insect pests because of its low toxicity to honeybees. Acetamiprid is intended to target nicotinic acetylcholine receptors in insects, but its widespread usage has resulted in negative impacts on non-target animals such as mammals. This review summarizes in vivo and in vitro animal studies that investigated the toxicity of specific neonicotinoids. With summarized data, it can be presumed that certain concentrations of neonicotinoids in the reproductive system cause oxidative stress in the testis; spermatogenesis disruption; spermatozoa degradation; interruptions to endocrine function and Sertoli and Leydig cell function. In the female reproductive system, acetamiprid evokes pathomorphological alterations in follicles, along with metabolic changes in the ovaries.
37544714	Transgenerational effects of developmental neurotoxicity induced by exposure to a no-observed-adverse-effect level (NOAEL) of neonicotinoid pesticide clothianidin.	Neonicotinoid pesticides (NNs) transfer rapidly from mother to offspring, which exhibit neurobehavioral effects. However, no studies have investigated NNs' transgenerational effects. We exposed F0 generation mice (mothers) to a no-observed-adverse-effect level (NOAEL) of clothianidin (CLO) during gestation and lactation, and examined the adult neurobehavioral effects of three generations of offspring (F1, F2, F3). F1 had lower birth weight, decreased locomotor activity, and increased anxiety-like behavior. In F2, body weight was affected, and there was a decreasing trend in locomotor activity and an increasing trend in anxiety-like behavior. In F3, locomotor activity tended to increase. Thus, even when only the mothers were exposed, the effects of CLOs were still observed in F1, F2, and F3 but the effects became smaller.
37591395	Chemical occurrence of pesticides and transformation products in two small lentic waterbodies at the head of agricultural watersheds and biological responses in caged Gasterosteus aculeatus.	Recent monitoring campaigns have revealed the presence of mixtures of pesticides and their transformation products (TP) in headwater streams situated within agricultural catchments. These observations were attributed to the use of various agrochemicals in surrounding regions. The aim of this work was to compare the application of chemical and ecotoxicological tools for assessing environmental quality in relation to pesticide and TP contamination. It was achieved by deploying these methodologies in two small lentic water bodies located at the top of two agricultural catchments, each characterized by distinct agricultural practices (ALT: organic, CHA: conventional). Additionally, the results make it possible to assess the impact of contamination on fish caged in situ. Pesticides and TP were measured in water using active and passive samplers and suspended solid particles. Eighteen biomarkers (innate immune responses, oxidative stress, biotransformation, neurotoxicity, genotoxicity, and endocrine disruption) were measured in Gasterosteus aculeatus encaged in situ. More contaminants were detected in CHA, totaling 25 compared to 14 in ALT. Despite the absence of pesticide application in the ALT watershed for the past 14 years, 7 contaminants were quantified in 100 % of the water samples. Among these contaminants, 6 were TPs (notably atrazine-2-hydroxy, present at a concentration exceeding 300 ng·L<sup>-1</sup>), and 1 was a current pesticide, prosulfocarb, whose mobility should prompt more caution and new regulations to protect adjacent ecosystems and crops. Regarding the integrated biomarker response (IBRv2), caged fish was similarly impacted in ALT and CHA. Variations in biomarker responses were highlighted depending on the site, but the results did not reveal whether one site is of better quality than the other. This outcome was likely attributed to the occurrence of contaminant mixtures in both sites. The main conclusions revealed that chemical and biological tools complement each other to better assess the environmental quality of wetlands such as ponds.
37598846	Pesticides as a potential independent childhood leukemia risk factor and as a potential confounder for electromagnetic fields exposure.	Both pesticides and high magnetic fields are suspected to be childhood leukemia risk factors. Pesticides are utilized at commercial plant nurseries, which sometimes occupy the areas underneath high-voltage powerlines.
38091671	Effects of cylindrospermopsin, chlorpyrifos and their combination in a SH-SY5Y cell model concerning developmental neurotoxicity.	The cyanotoxin cylindrospermopsin (CYN) has been postulated to cause neurotoxicity, although the studies in this concern are very few. In addition, some studies in vitro indicate its possible effects on development. Furthermore, pesticides can be present in the same environmental samples as cyanotoxins. Therefore, chlorpyrifos (CPF) has been one of the most common pesticides used worldwide. The aim of this report was to study the effects of CYN, isolated and in combination with CPF, in a developmental neurotoxicity in vitro model. The human neuroblastoma SH-SY5Y cell line was exposed during 6 days of differentiation to both toxics to study their effects on cell viability and neurite outgrowth. To further evaluate effects of both toxicants on cholinergic signaling, their agonistic and antagonistic activities on the α7 homomeric nicotinic acetylcholine receptor (nAChR) were studied upon acute exposure. Moreover, a transcriptomic analysis by qPCR was performed after 6 days of CYN-exposure during differentiation. The results showed a concentration-dependent decrease on both cell viability and neurite outgrowth for both toxics isolated, leading to effective concentration 20 (EC<sub>20</sub>) values of 0.35 µM and 0.097 µM for CYN on cell viability and neurite outgrowth, respectively, and 100 µM and 58 µM for CPF, while the combination demonstrated no significant variations. In addition, 95 µM and 285 µM CPF demonstrated to act as an antagonist to nicotine on the nAChR, although CYN up to 2.4 µM had no effect on the efficacy of these receptors. Additionally, the EC<sub>20</sub> for CYN (0.097 µM) on neurite outgrowth downregulated expression of the 5 genes NTNG2 (netrin G2), KCNJ11 (potassium channel), SLC18A3 (vesicular acetylcholine transporter), APOE (apolipoprotein E), and SEMA6B (semaphorin 6B), that are all important for neuronal development. Thus, this study points out the importance of studying the effects of CYN in terms of neurotoxicity and developmental neurotoxicity.
38108941	Hesperidin counteracts chlorpyrifos-induced neurotoxicity by regulating oxidative stress, inflammation, and apoptosis in rats.	Chlorpyrifos (CPF), considered one of the most potent organophosphates, causes a variety of human disorders including neurotoxicity. The current study was designed to evaluate the efficacy of hesperidin (HSP) in ameliorating CPF-induced neurotoxicity in rats. In the study, rats were treated with HSP (orally, 50 and 100 mg/kg) 30 min after giving CPF (orally, 6.75 mg/kg) for 28 consecutive days. Molecular, biochemical, and histological methods were used to investigate cholinergic enzymes, oxidative stress, inflammation, and apoptosis in the brain tissue. CPF intoxication resulted in inhibition of acetylcholinesterase (AChE) and butrylcholinesterase (BChE) enzymes, reduced antioxidant status [superoxide dismutase (SOD), catalase (CAT), glutathione peroxidase (GPx) and glutathione (GSH)], and elevation of malondialdehyde (MDA) levels and carbonic anhydrase (CA) activities. CPF increased histopathological changes and immunohistochemical expressions of 8-OHdG in brain tissue. CPF also increased levels of glial fibrillary acidic protein (GFAP) and nuclear factor kappa B (NF-κB) while decreased levels of nuclear factor erythroid 2-related factor 2 (Nrf-2), heme oxygenase-1 (HO-1) and peroxisome proliferator-activated receptor gamma coactivator-1 alpha (PGC-1α). Furthermore, CPF increased mRNA transcript levels of caspase-3, Bax, PARP-1, and VEGF, which are associated with apoptosis and endothelial damage in rat brain tissues. HSP treatment was found to protect brain tissue by reducing CPF-induced neurotoxicity. Overall, this study supports that HSP can be used to reduce CPF-induced neurotoxicity.
38145670	Urinary biomarkers of exposure to organophosphate, pyrethroid, neonicotinoid insecticides and oxidative stress: A repeated measurement analysis among pregnant women.	Exposure to insecticides may be associated with increased oxidative stress (OS), but few studies have assessed the associations of OS biomarkers (OSBs) with exposure to multiple insecticides and their mixture, especially in pregnant women who are a vulnerable population. In the present study, 1,094 Chinese pregnant women were recruited and a total of 3,282 urine samples were collected at their three trimesters to measure eight metabolites of organophosphates, three metabolites of pyrethroids, nine typical neonicotinoids/their metabolites, and three OSBs of DNA damage (8-OHdG), RNA damage (8-OHG), and lipid peroxidation (HNE-MA). Among the twenty target insecticide metabolites, sixteen of them were frequently detected; thirteen of them were detected in over 86% of all the urine samples except for imidacloprid (IMI, detection frequency: 72.9%), desnitro-imidacloprid (DN-IMI, 70.0%), and clothianidin (CLO, 79.6%). The reproducibility of their concentrations across the three trimesters was poor to fair (intraclass correlation coefficients <0.50). Multiparity and warm season were related to higher urinary levels of some insecticide metabolites, while higher education level and inadequate weight gain during pregnancy were significantly associated with lower concentrations of certain insecticide metabolites. Linear mixed model analyses suggested that almost all the frequently detected insecticide metabolites [other than 3-phenoxybenzoic acid (3-PBA)] were significantly associated with elevated levels of the three OSBs (8-OHdG, 8-OHG, and HNE-MA), where the percent change (Δ%) ranged 8.10-36.0% for 8-OHdG, 8.49-34.7% for 8-OHG, and 5.92-182% for HNE-MA, respectively, with each interquartile ratio (IQR)-fold increase in the concentrations of the individual exposure biomarkers. Weighted quantile sum models demonstrated that the insecticide metabolite mixture was positively associated with the three OSBs. Overall, urinary desmethyl-clothianidin (DM-CLO) and 3,5,6-trichloro-2-pyridinol (TCPy) were the top insecticide exposure biomarkers contributing to the association with 8-OHdG and 8-OHG levels, while PNP contributed the most to the association with HNE-MA levels. These findings suggested that gestational exposure to organophosphates, pyrethroids, neonicotinoids, their transformation products, and their mixture may increase oxidative damage to lipids, RNA, and DNA during pregnancy.
38239268	Bupropion and varenicline administration reversed depressive behavior induced by acetamiprid exposure in mice: the role of nAChRs in depression.	Acetamiprid (ACE), is a popular neonicotinoid pesticide, that has a high affinity for mammalian nicotinic acetylcholine receptors (nAChRs). Therefore, ACE might induce depressive effects by perturbing the cholinergic system in mammalian. The aim of this study was to evaluate the effects of ACE exposure on depressive-like behaviors and grip strength (GS) in mice. Also the possible role of nAChR activation in depression was assessed by varenicline, and bupropion. Male Swiss mice (27 ± 2 g) were daily exposed to ACE by gavage (0.1, 1, 5 mg/kg), behavioral tests took place after 3 h, 7 days and 15 days, the subacute ACE (0.1 mg/kg) exposure was assessed after 30 days. Varenicline (0.5 mg/kg) or bupropion (4 mg/kg) were injected intraperitoneally 30 min prior exposure to (1 mg/kg) ACE. The locomotor activity, forced swimming test (FST), and sucrose preference (SP) test were assessed. After a week ACE dose dependently increased the immobility time during FST, and after 15 days' depressive behavior was observed equally for ACE (0.1-5 mg/kg). The subacute exposure (0.1 mg/kg) significantly increased the immobility time, SP also declined that revealed anhedonia. These behavioral changes showed that ACE can initiate depressive effects. The changes in locomotor activity were not significant. GS significantly reduced following a week of exposure to ACE (1-5 mg/kg) that indicated neurotoxicity. These effects were antagonized by bupropion or varenicline, thus ACE effect on nAChRs was essential in initiating the depressive behavior.
38347791	Neuroprotective Effects of Curcumin against Chronic Chlorpyrifos- Induced Oxidative Damage in Rat Brain Tissue.	Chlorpyrifos (CPF) is an organophosphate pesticide that inhibits acetylcholinesterase (AChE) activity. Investigations have also focused on its neurotoxicity, which is independent of AChE inhibition. Here, we evaluated the effect of CPF on oxidative indices in the brain tissue and explored the protective effect of curcumin (Cur) against its toxicity.
38376791	Molecular Docking Analysis at the Human α7-nAChR and Proliferative and Evoked-Calcium Changes in SH-SY5Y Cells by Imidacloprid and Acetamiprid Insecticides.	Acetamiprid (ACE) and Imidacloprid (IMI) are widely-used neonicotinoid insecticides (NNIs) with functional activity at human acetylcholine nicotinic receptors and, therefore, with putative toxic effects. The objective of this study was the evaluation of the interactions between NNIs and α7-nAChR, as this receptor keeps intracellular Ca2+ ([Ca2+]i) to an optimum for an adequate neuronal functioning. Possible interactions between NNIs and the cryo-EM structure of the human α-7 nAChR were identified by molecular docking. Additionally, NNI effects were analyzed in neuroblastoma SH-SY5Y cells, as they naturally express α-7 nAChRs. Functional studies included proliferative/cytotoxic effects (MTT test) in undifferentiated SH-SY-5Y cells and indirect measurements of [Ca2+]i transients in retinoic acid-differentiated SH-SY-5Y cells loaded with Fluo-4 AM. Docking analysis showed that the binding of IMI and ACE occurred at the same aromatic cage that the specific α-7 nAChR agonist EVP-6124. IMI showed a better docking strength than ACE. According to the MTT assays, low doses (10-50 µM) of IMI better than ACE stimulated neuroblastoma cell proliferation. At higher doses (250-500 µM), IMI also prevailed over ACE and dose-dependently triggered more abrupt fluorescence changes due to [Ca2+]i mobilization in differentiated SH-SY5Y neurons. Indeed, only IMI blunted nicotine-evoked intracellular fluorescence stimulation (i.e., nicotine cross-desensitization). Summarizing, IMI demonstrated a superior docking strength and more robust cellular responses compared to ACE, which were likely associated with a stronger activity at α-7nAChRs. Through the interaction with α-7nAChRs, IMI would demonstrate its high neurotoxic potential for humans. More research is needed for investigating the proliferative effects of IMI in neuroblastoma cells.
38404712	Investigating open access new approach methods (NAM) to assess biological points of departure: A case study with 4 neurotoxic pesticides.	Open access new approach methods (NAM) in the US EPA ToxCast program and NTP Integrated Chemical Environment (ICE) were used to investigate activities of four neurotoxic pesticides: endosulfan, fipronil, propyzamide and carbaryl. Concordance of <i>in vivo</i> regulatory points of departure (POD) adjusted for interspecies extrapolation (AdjPOD) to modelled human Administered Equivalent Dose (AED<sub>Human</sub>) was assessed using 3-compartment or Adult/Fetal PBTK <i>in vitro</i> to <i>in vivo</i> extrapolation. Model inputs were from Tier 1 (High throughput transcriptomics: HTTr, high throughput phenotypic profiling: HTPP) and Tier 2 (single target: ToxCast) assays. HTTr identified gene expression signatures associated with potential neurotoxicity for endosulfan, propyzamide and carbaryl in non-neuronal MCF-7 and HepaRG cells. The HTPP assay in U-2 OS cells detected potent effects on DNA endpoints for endosulfan and carbaryl, and mitochondria with fipronil (propyzamide was inactive). The most potent ToxCast assays were concordant with specific components of each chemical mode of action (MOA). Predictive adult IVIVE models produced fold differences (FD) < 10 between the AED<sub>Human</sub> and the measured <i>in vivo</i> AdjPOD. The 3-compartment model was concordant (i.e., smallest FD) for endosulfan, fipronil and carbaryl, and PBTK was concordant for propyzamide. The most potent AED<sub>Human</sub> predictions for each chemical showed HTTr, HTPP and ToxCast were mainly concordant with <i>in vivo</i> AdjPODs but assays were less concordant with MOAs. This was likely due to the cell types used for testing and/or lack of metabolic capabilities and pathways available <i>in vivo</i>. The Fetal PBTK model had larger FDs than adult models and was less predictive overall.
38470098	Non-acute exposure of neonicotinoids, health risk assessment, and evidence integration: a systematic review.	Neonicotinoid pesticides are utilized against an extensive range of insects. A growing body of evidence supports that these neuro-active insecticides are classified as toxicants in invertebrates. However, there is limited published data regarding their toxicity in vertebrates and mammals. the current systematic review is focused on the up-to-date knowledge available for several neonicotinoid pesticides and their non-acute toxicity on rodents and human physiology. Oral lethal dose 50 (LD<sub>50</sub>) of seven neonicotinoids (i.e. imidacloprid, acetamiprid, clothianidin, dinotefuran, thiamethoxam, thiacloprid, and nitenpyram) was initially identified. Subsequently, a screening of the literature was conducted to collect information about non-acute exposure to these insecticides. 99 studies were included and assessed for their risk of bias and level of evidence according to the Office of Health and Translation (OHAT) framework. All the 99 included papers indicate evidence of reproductive toxicity, hepatotoxicity, nephrotoxicity, neurotoxicity, immunotoxicity, and oxidative stress induction with a high level of evidence in the health effect of rodents and a moderate level of evidence for human health. The most studied type of these insecticides among 99 papers was imidacloprid (55 papers), followed by acetamiprid (22 papers), clothianidin (21 papers), and thiacloprid (11 papers). While 10 of 99 papers assessed the relationship between clothianidin, thiamethoxam, dinotefuran, and nitenpyram, showing evidence of liver injury, dysfunctions of oxidative stress markers in the reproductive system, and intestinal toxicity. This systematic review provides a comprehensive overview of the potential risks caused by neonicotinoid insecticides to humans and rodents with salient health effects. However, further research is needed to better emphasize and understand the patho-physiological mechanisms of these insecticides, taking into account various factors that can influence their toxicity.
38581179	Decreases in the number of microglia and neural circuit dysfunction elicited by developmental exposure to neonicotinoid pesticides in mice.	Neonicotinoids are insecticides widely used in the world. Although neonicotinoids are believed to be toxic only to insects, their developmental neurotoxicity in mammals is a concern. Therefore, we examined the effects of developmental exposure to neonicotinoids on immune system in the brain and post-developmental behaviors in this study. Imidacloprid or clothianidin was orally administered to dams at a dosage of 0.1 mg/kg/day from embryonic day 11 to postnatal day 21. Imidacloprid decreased sociability, and both imidacloprid and clothianidin decreased locomotor activity and induced anxiety, depression and abnormal repetitive behaviors after the developmental period. There was no change in the number of neurons in the hippocampus of mice exposed to imidacloprid. However, the number and activity of microglia during development were significantly decreased by imidacloprid exposure. Imidacloprid also induced neural circuit dysfunction in the CA1 and CA3 regions of the hippocampus during the early postnatal period. Exposure to imidacloprid suppressed the expression of csf1r during development. Collectively, these results suggest that developmental exposure to imidacloprid decreases the number and activity of microglia, which can cause neural circuit dysfunction and abnormal behaviors after the developmental period. Care must be taken to avoid exposure to neonicotinoids, especially during development.
38599286	Effects of acute insecticide exposure on neuronal activity in vitro in rat cortical cultures.	Exposure to pesticides, such as carbamates, organophosphates, organochlorines and pyrethroids, has been linked to various health problems, including neurotoxicity. Although most in vivo studies use only male rodents, some studies have shown in vivo sex-specific effects after acute exposure. Since in vivo studies are costly and require a large number of animals, in vitro assays that take sex-specific effects into account are urgently needed. We therefore assessed the acute effects of exposure to different carbamates (methomyl, aldicarb and carbaryl), organophosphates (chlorpyrifos (CPF), chlorpyrifos-oxon (CPO) and 3,5,6-trichloropyridinol), organochlorines (endosulfan, dieldrin and lindane) and pyrethroids (permethrin, alpha-cypermethrin and 3-phenoxy-benzoic acid (3-PBA)) on neuronal network function in sex-separated rat primary cortical cultures using micro-electrode array (MEA) recordings. Our results indicate that exposure to the carbamate carbaryl and the organophosphates CPF and CPO decreased neuronal activity, with CPO being the most potent. Notably, (network) burst patterns differed between CPF and CPO, with CPO inducing fewer, but more intense (network) bursts. Exposure to low micromolar levels of endosulfan induced a hyperexcitation, most likely due to the antagonistic effects on GABA receptors. Interestingly, females were more sensitive to endosulfan than males. Exposure to dieldrin and lindane also increased neuronal activity, albeit less than endosulfan and without sex-specific effects. Exposure to type I pyrethroid permethrin increased neuronal activity, while exposure to type II pyrethroid alpha-cypermethrin strongly decreased neuronal activity. The increase seen after permethrin exposure was more pronounced in males than in females. Together, these results show that acute exposure to different classes of pesticides exerts differential effects on neuronal activity. Moreover, it shows that MEA recordings are suited to detect sex-specific neurotoxic effects in vitro.
38799264	Associations between neonicotinoids and liver function measures in US adults: National Health and Nutrition Examination Survey 2015-2016.	Toxicological studies indicate that neonicotinoids may be associated with disruptions in liver function due to an increase in oxidative stress. There are scant epidemiological studies investigating the chronic hepatotoxic effects of neonicotinoids.
38815349	Fluoxetine attenuates chlorpyrifos-induced neuronal injury through the PPARγ, SIRT1, NF-κB, and JAK1/STAT3 signals.	Chlorpyrifos (CPF) is a widely used organophosphate insecticide in agriculture and homes. Exposure to organophosphates is associated with neurotoxicity. Fluoxetine (FLX) is a selective serotonin reuptake inhibitor (SSRI) that is widely prescribed for depression and anxiety disorders. Studies have shown that FLX has neuroprotective, anti-inflammatory, antioxidant, and antiapoptotic effects. The molecular mechanisms underlying FLX are not fully understood. This work aimed to investigate the potential neuroprotective effect of FLX on CPF-induced neurotoxicity and the underlying molecular mechanisms involved. Thirty-two rats were randomly divided into four groups: (I) the vehicle control group; (II) the FLX-treated group (10 mg/kg/day for 28 days, p.o); (III) the CPF-treated group (10 mg/kg for 28 days); and (IV) the FLX+CPF group. FLX attenuated CPF-induced neuronal injury, as evidenced by a significant decrease in Aβ and p-Tau levels and attenuation of cerebral and hippocampal histological abrasion injury induced by CPF. FLX ameliorated neuronal oxidative stress, effectively reduced MDA production, and restored SOD and GSH levels through the coactivation of the PPARγ and SIRT1 proteins. FLX counteracted the neuronal inflammation induced by CPF by decreasing MPO, NO, TNF-α, IL-1β, and IL-6 levels by suppressing NF-κB and JAK1/STAT3 activation. The antioxidant and anti-inflammatory properties of FLX help to prevent CPF-induced neuronal intoxication.
38818490	The potential neuroprotective of luteolin against acetamiprid-induced neurotoxicity in the rat cerebral cortex.	Acetamiprid is a class of neuroactive insecticides widely used to control insect pests. The current study aimed to investigate the potential neuroprotective effects of luteolin against acetamiprid-induced neurotoxicity in the rat cerebral cortex. Four equal groups of adult male rats (10 in each): control, acetamiprid (40 mg/kg for 28 days), luteolin (50 mg/kg for 28 days), and acetamiprid+luteolin cotreatment were used. Acetamiprid was shown to alter the oxidative state by increasing oxidant levels [nitric oxide (NO) and malondialdehyde (MDA)] and decreasing antioxidants [glutathione (GSH), glutathione peroxidase (GPx), glutathione reductase (GR), superoxide dismutase (SOD), and catalase-(CAT)], with increased activity of nuclear factor erythroid 2-related factor 2-(Nrf2). Likewise, acetamiprid increases the inflammatory response, as evidenced by increased interleukin-1β (IL-1β), tumor necrosis factor-α (TNF-α), and nuclear factor kappa B-(NF-κB). In contrast, the treatment with luteolin brought these markers back to levels close to normal, showing that it protects neurocytes from oxidative damage and the neuroinflammation effects of acetamiprid-induced inflammation. Luteolin also demonstrated a neuroprotective role via the modulation of acetylcholinesterase (AChE) activity in the cerebral cortex tissue. Histopathology showed severe neurodegenerative changes, and apoptotic cells were seen in the acetamiprid-induced cerebral cortex layer, which was evident by increased protein expression levels of Bax and caspase-3 and decreased Bcl-2 levels. Histochemistry confirmed the neuronal degeneration, as proven by the change in neurocyte colour from brown to black when stained with a silver stain. Luteolin may have a neuroprotective effect against biochemical and histopathological changes induced by acetamiprid in the rat cerebral cortex.
38875860	Combined stress of an insecticide and heatwaves or elevated temperature induce community and food web effects in a Mediterranean freshwater ecosystem.	Ongoing global climate change will shift nature towards Anthropocene's unprecedented conditions by increasing average temperatures and the frequency and severity of extreme events, such as heatwaves. While such climatic changes pose an increased threat for freshwater ecosystems, other stressors like pesticides may interact with warming and lead to unpredictable effects. Studies that examine the underpinned mechanisms of multiple stressor effects are scarce and often lack environmental realism. Here, we conducted a multiple stressors experiment using outdoor freshwater mesocosms with natural assemblages of macroinvertebrates, zooplankton, phytoplankton, macrophytes, and microbes. The effects of the neonicotinoid insecticide imidacloprid (1 µg/L) were investigated in combination with three temperature scenarios representing ambient, elevated temperatures (+4 °C), and heatwaves (+0 to 8 °C), the latter two having similar energy input. We found similar imidacloprid dissipation patterns for all temperature treatments with lowest average dissipation half-lives under both warming scenarios (DT<sub>50</sub>: 3 days) and highest under ambient temperatures (DT<sub>50</sub>: 4 days) throughout the experiment. Amongst all communities, only the zooplankton community was significantly affected by the combined treatments. This community demonstrated low chemical sensitivity with lagged and significant negative imidacloprid effects only for cyclopoids. Heatwaves caused early and long-lasting significant effects on the zooplankton community as compared to elevated temperatures, with Polyarthra, Daphnia longispina, Lecanidae, and cyclopoids being the most negatively affected taxa, whereas Ceriodaphnia and nauplii showed positive responses to temperature. Community recovery from imidacloprid stress was slower under heatwaves, suggesting temperature-enhanced toxicity. Finally, microbial and macrofauna litter degradation were significantly enhanced by temperature, whereas the latter was also negatively affected by imidacloprid. A structural equation model depicted cascading food web effects of both stressors with stronger relationships and significant negative stressor effects at higher than at lower trophic levels. Our study highlights the threat of a series of heatwaves compared to elevated temperatures for imidacloprid-stressed freshwaters.
38879021	Temporal and spatial trends of imidacloprid-related hazards in France.	Neonicotinoids are the top-selling insecticides worldwide. Because of their method of use, mainly to coat seeds, neonicotinoids have been found to widely contaminate the environment. Their high toxicity has been shown to be a major concern in terms of impact on biodiversity, and the use of these insecticides has been associated with population declines of species in different countries. Despite the widespread recognition of the risk of neonicotinoids to biodiversity, their temporal and spatial use remains poorly known in many countries. Yet this information is essential to address the potential impacts of these pesticides on biodiversity and to inform measures to establish protected areas or biodiversity restoration. The present study relied a large publicly available dataset to characterise the temporal and spatial use in France of imidacloprid, the most widely used neonicotinoid worldwide, as well as analysed water contamination surveys between 2005 and 2022 to assess the contamination of the environment. The results show that imidacloprid was the main neonicotinoid used in France over the study period. This use was spatially structured, with higher use in northern and western France, particularly related to cereal and beet crops area. The water contamination survey indicated that imidacloprid has widely contaminated the environment and consequently increased the risk to biodiversity, especially in counties crossed by the Loire, Seine and Vilaine rivers. This risk increased between 2005 and 2018 due to the higher use of imidacloprid and decreased sharply after 2018 due to its ban, although it was reauthorized by derogation for sugar beet in 2021. This study is the first assessment of imidacloprid pressure on biodiversity in France and shows the spatial and temporal correlation between agricultural practices and the freshwater contamination level. These results will help to identify priority areas for mitigation and restoration measures.
38879316	Effects of imidacloprid combined with validamycin on the population fitness and symbiotic of Nilaparvata lugens (Hemiptera: Delphacidae).	Using a high-efficiency insecticide in combination with fungicides that have different mechanisms of action is a conventional method in the current management of brown planthopper (BPH) resistance. In this study, we investigate the separate and combined effects of the low-toxicity fungicide validamycin and the non-cross-resistant insecticide imidacloprid on the fitness and symbiosis of BPH. These research results indicate that when the proportion of active ingredients in validamycin is combined with imidacloprid at a ratio of 1:30, the toxicity ratio and co-toxicity coefficient are 1.34 and 691.73, respectively, suggesting that the combination has a synergistic effect on the control of BPH. The number of yeast-like symbiotic (YLS) and dominant symbiotic (Noda) in the imidacloprid + validamycin groups were significantly lower than the other three treatment groups (validamycin, imidacloprid, and water). The results of the study on population fitness show that the lifespan of the BPH population in validamycin, imidacloprid, and imidacloprid + validamycin was shortened. Notably, the BPH populations in the imidacloprid + validamycin groups were significantly lower than other groups in terms of average generation cycle, intrinsic growth rate, net reproduction rate, finite rate of increase, and fitness. The Real-time quantitative PCR showed that validamycin and imidacloprid + validamycin can significantly inhibit the expression of the farnesyl diphosphate farnesyl transferase gene (EC2.5.1.21) and uricase gene (EC1.7.3.3), with imidacloprid + validamycin demonstrating the most pronounced inhibitory effect. Our research results can provide insights and approaches for delaying resistance and integrated management of BPH.
