pmid	title	abstract
40202691	Wolbachia Offers Protection Against Two Common Natural Viruses of Drosophila.	Wolbachia pipientis is a maternally transmitted endosymbiont infecting more than half of terrestrial arthropod species. Wolbachia can express parasitic phenotypes such as manipulation of host reproduction and mutualist phenotypes such as protection against RNA virus infections. Because Wolbachia can invade populations by reproductive manipulation and block virus infection, it is used to modify natural insect populations. However, the ecological importance of virus protection is not yet clear, especially due to scarce information on Wolbachia protection against viruses that are common in nature. We used systemic infection to investigate whether Wolbachia protects its host by suppressing the titer of DMELDAV and DMelNora virus, two viruses that commonly infect Drosophila melanogaster flies in natural populations. Antiviral protection was tested in three systems to assess the impact of Wolbachia strains across species: (1) a panel of Wolbachia strains transfected into Drosophila simulans, (2) two Wolbachia strains introgressed into the natural host D. melanogaster, and (3) two native Wolbachia strains in their natural hosts Drosophila baimaii and Drosophila tropicalis. We showed that certain Wolbachia strains provide protection against DMelNora virus and DMELDAV, and this protection is correlated with Wolbachia density, which is consistent with what has been observed in protection against other RNA viruses. Additionally, we found that Wolbachia does not protect its original host, D. melanogaster, from DMELDAV infection. While native Wolbachia can reduce DMELDAV titers in D. baimaii, this effect was not detected in D. tropicalis. Although the Wolbachia protection-induced phenotype seems to depend on the virus, the specific Wolbachia strain, and the host species, our findings suggest that antiviral protection may be one of the mutualistic effects that helps explain why Wolbachia is so widespread in arthropod populations.
40202690	Reinforcement learning for healthcare operations management: methodological framework, recent developments, and future research directions.	With the advancement in computing power and data science techniques, reinforcement learning (RL) has emerged as a powerful tool for decision-making problems in complex systems. In recent years, the research on RL for healthcare operations has grown rapidly. Especially during the COVID-19 pandemic, RL has played a critical role in optimizing decisions with greater degrees of uncertainty. RL for healthcare applications has been an exciting topic across multiple disciplines, including operations research, operations management, healthcare systems engineering, and data science. This review paper first provides a tutorial on the overall framework of RL, including its key components, training models, and approximators. Then, we present the recent advances of RL in the domain of healthcare operations management (HOM) and analyze the current trends. Our paper concludes by presenting existing challenges and future directions for RL in HOM.
40202689	Rheumatology speaker introductions suggest gender bias: an evaluation of the 2022 American college of rheumatology convergence meeting.	Despite gender parity in the rheumatology workforce, biases may persist in speaker introductions at professional rheumatology meetings, as observed in other specialties. We analyzed speaker introductions at an international rheumatology conference to assess the relationship between speaker and moderator gender on professional address. We analyzed video-archived speaker introductions from the 2022 American College of Rheumatology (ACR) Convergence meeting. Two reviewers coded speaker and moderator gender and form of address. We defined a "strict address" as use of "Doctor" or "Professor" and "lenient address" as full name with a professional title. Fisher's exact tests and logistic regression analyses examined associations between gender and forms of address. We analyzed 355 speakers (52.7% female, 47.3% male). Female speakers were less likely to receive a strict address by male moderators than male speakers (42.1% versus 57.9%, χ<sup>2</sup>=4.20, p = 0.030). In logistic regression models after adjusting for moderator gender, male speakers were 1.8 times more likely to receive a strict address versus female speakers [odds ratio (OR) 1.76; 95% confidence interval (CI) (1.10, 2.82)]. Male moderators were 64% less likely to provide a strict address than female moderators [OR 0.46; 95% CI (0.29, 0.73)], adjusting for speaker gender. At an international rheumatology meeting, male (versus female) speakers received formal introductions more frequently, and male (versus female) moderators were less likely to provide them. Our results suggest persistent gender bias in speaker introductions, highlighting a need for standardized practices for session moderators to improve gender equity.
40202688	Epidemiology of hospital-acquired bloodstream infections in haemato-oncology patients in Geneva, Switzerland.	Hospital-acquired bloodstream infections (HA-BSI), including catheter-associated bloodstream infections (CABSI), cause preventable harm in haemato-oncology patients but surveillance data are limited.
40202687	Caseload, clinical spectrum and economic burden of infectious diseases in patients discharged from hospitals in Germany.	Over the last century infectious diseases have been kept under control in industrialized countries thanks to advances in hygiene, prevention and antimicrobial treatments. However, the emergence of HIV, the COVID-19 pandemic, and the rise of resistant bacteria exemplify that infectious diseases continue to pose a global threat. A comprehensive understanding of the caseload, spectrum of infectious diseases and the economic impact they pose is required to develop strategies for managing infectious diseases in a resilient healthcare system.
40202686	[<sup>203/212</sup>Pb]Pb-VMT-α-NET as a novel theranostic agent for targeted alpha radiotherapy-first clinical experience.	<sup>203/212</sup>Pb is a promising theranostic isotope pair for targeted alpha therapy (TAT) of neuroendocrine tumors (NET). VMT-α-NET is a novel SSTR2 targeting peptide that can be labeled with both isotopes. The aim of this work was to perform first clinical investigations of [<sup>203/212</sup>Pb]Pb-VMT-α-NET regarding imaging, biokinetics, tolerability and response.
40202685	Distinguishing benign lesions from malignant ones using FAPI-based tracers: will we need to bid farewell to dual-time points imaging?	NA
40202684	Wind turbine noise pollution reduces songbird vocal presence through changes in abundance.	Wind turbines add to global environmental pollution through prominent noise emissions, yet significant gaps remain in our understanding of the adverse effects of this noise on wildlife. In this study, we investigated the impact of this noise on the acoustic environment and songbird behavior by employing a unique "phantom wind turbine" method: broadcasting wind turbine noise in a natural habitat and monitoring the area before, during, and after the noise treatment. Specifically, we recorded calls and abundance of the Sardinian warbler, Curruca melanocephala momus. Our results reveal a significant reduction of 25% in the mean number of calls in the area, and 43% in mean bird abundance during the wind turbine noise treatment compared to before it. Controlling for abundance, we found no significant impact on calling effort per capita. Moreover, we found a 63% reduction in the probability of vocal presence at the heart of the noise-polluted area compared to the peripheries. However, once calls were present, their number was seemingly unaffected by sound level. We conclude that the reduction in bird abundance alters the acoustic environment without evidence of a direct change in warbler vocal activity. Our study highlights the need to consider noise pollution's ecological impacts when developing wind energy infrastructure to ensure sustainable development and protect declining songbird populations.
40202683	Empathy and Interest Towards an Autistic Person and the Effect of Disclosing the Diagnosis.	This study investigates the effects of disclosing an autism diagnosis on non-autistic listeners' empathy and social interest towards the autistic discloser. In Study 1, participants (non-autistic students in the social sciences/humanities [n = 99; 70% female]) watched a video of an autistic adult sharing an autobiographical story and reported how they believed the storyteller felt, following an introduction in which the storyteller did or did not disclose their diagnosis. Their evaluation of the storyteller's emotions was compared to the storyteller's own reports, resulting in an empathic accuracy measure. Participants reported how empathic they felt towards the storyteller and how socially interested they were in them. Studies 2 and 3 replicated the same procedure with STEM students (n = 96; 40% female), and with non-student adults (n = 76; 50% female) from diverse professional/occupational backgrounds, with an additional question about working together. In Study 1, participants in the self-disclosure condition demonstrated higher empathic accuracy, reported more empathy, and greater social interest in the storyteller. Study 2 showed a similar trend of higher empathy in the self-disclosure condition but no differences in social interest measures. Interest in working with the storyteller was higher in the self-disclosure condition. In Study 3, participants in the self-disclosure condition demonstrated higher empathy and greater interest in hearing another story and working with the storyteller. An individual's self-disclosure of an autism diagnosis improved others' ability to empathize with them and willingness to work with them. We discuss the complex effect of self-disclosure on social interest in an autistic person.
40202682	Employing large language models safely and effectively as a practicing neurosurgeon.	Large Language Models (LLMs) have demonstrated significant capabilities to date in working with a neurosurgical knowledge-base and have the potential to enhance neurosurgical practice and education. However, their role in the clinical workspace is still being actively explored. As many neurosurgeons seek to incorporate this technology into their local practice environments, we explore pertinent questions about how to deploy these systems in a safe and efficacious manner.
40202681	A switch-on chemo-photothermal nanotherapy impairs glioblastoma.	Judiciously combined modality approaches have proved highly effective for treating most forms of cancer, including glioblastoma. This study introduces a hybrid nanoparticle-based treatment designed to induce a synergistic effect. It employs repurposed celecoxib-loaded hybrid nanoparticles (HNPs) that are thermally activated by near-infrared laser irradiation to damage glioblastoma cells. The HNPs are constructed by covalently binding organic (ultra-small nanostructured lipid carriers, usNLCs) and inorganic nanoparticles (gold nanorods, AuNRs, with photothermal therapy capability), using c(RGDfK) that serves the dual purpose of a biolinker and a tumor-targeting peptide. The HNPs are further functionalized with transferrin (Tf) as a blood-brain barrier ligand denoted as HNPs<sup>Tf</sup>. Our comprehensive <i>in vitro</i> and <i>in vivo</i> studies have unveiled the remarkable capability of HNPs<sup>Tf</sup> to safely and specifically increase blood-brain barrier permeability through transferrin receptor interactions, facilitating precise nanoparticle accumulation in the tumor region within orthotopic tumor-bearing mice. Furthermore, the orchestrated combination of chemo- and photothermal therapy has exhibited a substantial therapeutic impact on glioblastoma, showcasing a noteworthy 78% inhibition in tumor volume growth and an impressive 98% delay in tumor growth. Notably, this treatment approach has resulted in prolonged survival rates among tumor-bearing mice, accompanied by a favorable side effect profile. Overall, our findings unequivocally demonstrate that celecoxib-loaded HNPs<sup>Tf</sup> offer a game-changing, chemo-photothermal combination, unleashing a synergistic effect that significantly enhances both brain drug delivery and the efficacy of anti-glioblastoma treatments.
40202680	Acknowledgement to scientific referees 2025.	NA
40202679	Long-Term Clinical Outcomes After Femtosecond Laser-Assisted Pterygium Excision.	To report the long-term recurrence and complication rates after femtosecond laser-assisted pterygium excision surgery (FLAPS) with conjunctival autograft surgery.
40202678	Current Understanding of Sex Differences in Metal-Induced Diseases.	The influence of basic biological differences between males and females has been historically overlooked. This is especially true when considering the differences in disease severity and progression brought on by exposure to toxic metals. A current area of interest is understanding how exposure to toxic heavy metals manifests differently in males and females. The present work assesses the potential sex-differences in diseases induced by arsenic, lead, cadmium, and chromium. These specific heavy metals are included in a wealth of literature supporting their induction of diseases that negatively impact health.
40202677	Invisible threats in soil: Microplastic pollution and its effects on soil health and plant growth.	Microplastics (MPs) are a significant environmental contaminant that increasingly threaten soil health and crop productivity in agricultural systems. This review explores the origins, migration patterns, and ecological impacts of MPs within soil environments, specifically examining their influence on soil structure, microbial communities, and nutrient cycles essential for plant growth. Despite the progress in understanding Microplastic (MP) pollution, gaps remain in assessing the long-term implications on soil stability, microbial biodiversity, and crop yield. Through bibliometric and synthesis analyses of recent studies, this paper identifies how MPs disrupt soil physical and chemical processes, alter microbial dynamics, and interfere with carbon and nitrogen cycles, resulting in reduced soil fertility and compromised crop health. Key findings reveal that MPs can infiltrate plant root systems, impair water and nutrient uptake, and even accumulate in plant tissues, causing oxidative stress, cellular dysfunction, and yield reduction. This work emphasizes the urgent need for refined environmental risk assessments and sustainable agricultural practices to mitigate MP pollution. This comprehensive synthesis offers a foundational perspective to guide future research and policy efforts in addressing MPs' environmental and agricultural impacts.
40202676	The current findings on the gut-liver axis and the molecular basis of NAFLD/NASH associated with gut microbiome dysbiosis.	Recent research has highlighted the complex relationship between gut microbiota, metabolic pathways, and nonalcoholic fatty liver disease (NAFLD) progression. Gut dysbiosis, commonly observed in NAFLD patients, impairs intestinal permeability, leading to the translocation of bacterial products like lipopolysaccharides, short-chain fatty acids, and ethanol to the liver. These microbiome-associated mechanisms contribute to intestinal and hepatic inflammation, potentially advancing NAFLD to NASH. Dietary habits, particularly those rich in saturated fats and fructose, can modify the microbiome composition, leading to dysbiosis and fatty liver development. Metabolomic approaches have identified unique profiles in NASH patients, with specific metabolites like ethanol linked to disease progression. While bariatric surgery has shown promise in preventing NAFLD progression, the role of gut microbiome and metabolites in this improvement remains to be proven. Understanding these microbiome-related pathways may provide new diagnostic and therapeutic targets for NAFLD and NASH. A comprehensive review of current literature was conducted using multiple medical research databases, including PubMed, Scopus, Web of Science, Embase, Cochrane Library, ClinicalTrials.gov, ScienceDirect, Medline, ProQuest, and Google Scholar. The review focused on studies that examine the relationship between gut microbiota composition, metabolic pathways, and NAFLD progression. Key areas of interest included microbial dysbiosis, endotoxin production, and the influence of diet on gut microbiota. The analysis revealed that gut dysbiosis contributes to NAFLD through several mechanisms, diet significantly influences gut microbiota composition, which in turn affects liver function through the gut-liver axis. High-fat diets can lead to dysbiosis, altering microbial metabolic activities and promoting liver inflammation. Specifically, gut microbiota-mediated generation of saturated fatty acids, such as palmitic acid, can activate liver macrophages and increase TNF-α expression, contributing to NASH development. Different dietary components, including cholesterol, fiber, fat, and carbohydrates, can modulate the gut microbiome and influence NAFLD progression. This gut-liver axis plays a crucial role in maintaining immune homeostasis, with the liver responding to gut-derived bacteria by activating innate and adaptive immune responses. Microbial metabolites, such as bile acids, tryptophan catabolites, and branched-chain amino acids, regulate adipose tissue and intestinal homeostasis, contributing to NASH pathogenesis. Additionally, the microbiome of NASH patients shows an elevated capacity for alcohol production, suggesting similarities between alcoholic steatohepatitis and NASH. These findings indicate that targeting the gut microbiota may be a promising approach for NASH treatment and prevention. Recent research highlights the potential of targeting gut microbiota for managing nonalcoholic fatty liver disease (NAFLD). The gut-liver axis plays a crucial role in NAFLD pathophysiology, with dysbiosis contributing to disease progression. Various therapeutic approaches aimed at modulating gut microbiota have shown promise, including probiotics, prebiotics, synbiotics, fecal microbiota transplantation, and dietary interventions. Probiotics have demonstrated efficacy in human randomized controlled trials, while other interventions require further investigation in clinical settings. These microbiota-targeted therapies may improve NAFLD outcomes through multiple mechanisms, such as reducing inflammation and enhancing metabolic function. Although lifestyle modifications remain the primary recommendation for NAFLD management, microbiota-focused interventions offer a promising alternative for patients struggling to achieve weight loss targets.
40202675	Regulation of immune-mediated chemoresistance in cancer by lncRNAs: an in-depth review of signaling pathways.	Resistance to cancer therapies is increasingly recognized as being influenced by long non-coding RNAs (lncRNAs), which are pivotal in regulating cellular functions and gene expression. Elucidating the intricate relationship between lncRNAs and the mechanisms underlying drug resistance is critical for advancing effective therapeutic strategies. This study offers an in-depth review of the regulatory roles lncRNAs play in various signaling and immunological pathways implicated in cancer chemoresistance. lncRNA-mediated influence on drug resistance-related signaling pathways will be presented, including immune evasion mechanisms and other essential signaling cascades. Furthermore, the interplay between lncRNAs and the immune landscape will be dissected, illustrating their substantial impact on the development of chemoresistance. Overall, the potential of lncRNA-mediated signaling networks as a therapeutic strategy to combat cancer resistance has been highlighted. This review reiterates the fundamental role of lncRNAs in chemoresistance and proposes promising avenues for future research and the development of targeted therapeutic interventions.
40202674	Comprehensive review of leonurine: harnessing its therapeutic potential for chronic diseases.	Chronic diseases (CD) pose a significant global health challenge, affecting millions of individuals and contributing to substantial morbidity, mortality, and healthcare burden. Therapeutic approaches primarily aim at symptom management through pharmacotherapy, lifestyle modifications, dietary interventions, and regular physical activity. Given the persistent challenge of limited treatment options, scientific research has increasingly focused on exploring natural compounds for their therapeutic potential. Leonurine, a natural compound first isolated from the plant Herba leonuri in 1930, has garnered significant attention due to its extensive pharmacological properties relevant to the treatment of CDs. Extensive studies over the past have revealed that leonurine exhibits anticancer, antidiabetic, anti-inflammatory, and antioxidant activities. These effects are mediated through the modulation of various signaling pathways, including the TGF-β/Smad2, Nrf-2, JNK, NF-κB, BDNF/TrkB/CREB, TLR4/NF-κB/TNF-α, ATF4/CHOP/ASCL4, Akt, HIF-1, SHH/GLI, and mTOR/ERK, whose dysregulation is implicated in the pathogenesis of various CDs. Furthermore, leonurine regulates the levels of multiple pro-inflammatory cytokines, including numerous interleukins and TNF-α, indicating its potential in treating a wide range of chronic conditions, including cardiovascular, neurological, skeletal, and renal diseases. This review seeks to present an in-depth analysis of leonurine's therapeutic potential, emphasizing its promise in the management of various CDs. It also outlines potential avenues for future research to fully harness its pharmacological advantages in treating these conditions.
40202673	Targeting diabetes with flavonoids from Indonesian medicinal plants: a review on mechanisms and drug discovery.	The rich biodiversity of Indonesia provides a wide variety of plants rich in flavonoids, which show promising potential as antidiabetic agents. Flavonoids are polyphenolic compounds recognized for their broad biological activities, such as antioxidant, anti-inflammatory, and antidiabetic effects. Traditional Indonesian medicinal plants such as Syzygium cumini, Moringa oleifera, and Curcuma longa are currently being studied for their flavonoid content and potential in diabetes treatment. Studies suggest that flavonoids can influence crucial pathways in diabetes management, including enhancing insulin sensitivity, boosting insulin production, and safeguarding pancreatic β cells against damage caused by oxidative stress. For example, quercetin and kaempferol, flavonoids in many Indonesian plants, have demonstrated potential for managing glucose metabolism and lowering high blood sugar levels. Additionally, these substances have been shown to inhibit enzymes such as α-glucosidase and α-amylase, which are involved in the breakdown of carbohydrates, thus aiding in the regulation of blood sugar levels after meals. The antioxidant qualities of flavonoids play a crucial role in fighting oxidative stress and are a significant contributor to the development of diabetes and related complications. Flavonoids help neutralize free radicals and enhance the body's antioxidant protection, reducing oxidative harm and promoting metabolic wellness. Additionally, their anti-inflammatory properties aid in reducing the chronic inflammation linked to insulin resistance and β-cell dysfunction. Formulation advancements, such as nanocarrier technology, have been explored to boost the effectiveness of flavonoid-based therapies. Due to its vast plant diversity, Indonesia offers a potential reservoir for new antidiabetic drugs, meriting additional research and development with the aim of this review providing new knowledge on the potential of flavonoids that can play a role in the treatment of diabetes.
40202672	Comprehensive insights into pancreatic cancer treatment approaches and cutting-edge nanocarrier solutions: from pathology to nanomedicine.	Pancreatic cancer is one of the most lethal malignancies worldwide. It is characterized by poor prognosis, high mortality, and recurrence rates. Various modifiable and non-modifiable risk factors are associated with pancreatic cancer incidence. Available treatments for pancreatic cancer include surgery, chemotherapy, radiotherapy, photodynamic therapy, supportive care, targeted therapy, and immunotherapy. However, the survival rates for PC are very low. Regrettably, despite efforts to enhance prognosis, the survival rate of pancreatic cancer remains relatively low. Therefore, it is essential to investigate new approaches to improve pancreatic cancer treatment. By synthesizing current knowledge and identifying existing gaps, this article provides a comprehensive overview of risk factors, pathology, conventional treatments, targeted therapies, and recent advancements in nanocarriers for its treatment, along with various clinical trials and patents that justify the safety and efficacy of innovative carriers for drug delivery systems. Ultimately, this review underscores the potential of these innovative formulations to improve outcomes and contribute significantly to the advancement of Pancreatic Cancer treatment. Together, these insights highlight nano-formulations as a promising frontier for effectively treating Pancreatic Cancer.
40202622	Morphological and molecular description of a novel species of Eimeria (Apicomplexa) that infects extraintestinal tissues of kiwi (Aves: Apteryx spp.).	Coccidia (Apiconmplexa) are naturally occurring and occasionally detrimental parasites of kiwi (Apteryx spp.), a unique, flightless bird species dependent upon conservation efforts for survival. Using morphological and molecular data, a new coccidia species, Eimeria koka n. sp., isolated from two closely related but geographically isolated kiwi host species, Apteryx rowi Tennyson et al. (rowi) and Apteryx mantelli Bartlett (North Island brown kiwi), is described. Oocysts are oval (20.8 × 15.9 μm) with a mean L/W ratio of 1.3, and a distinctive rough, crenellated brown oocyst wall (mean 1.2 μm), an oocyst residuum, 1-2 polar granules, and no micropyle. Sporocysts are ellipsoidal (11.6 × 6.3 μm) with a Stieda body and sporocyst residuum. Phylogenetic analysis of the cytochrome C oxidase subunit 1 (CO1) placed E. koka n. sp. in a separate clade to other Eimeria species previously identified from kiwi (Coker et al., Syst Parasitol 100(3):269-281, 2023). Comparison of DNA from oocysts with infected tissues from a single juvenile North Island brown kiwi confirmed parasitism of the kidney and lung tissues. This is the first Eimeria species identified from extraintestinal tissues in kiwi. Further molecular studies are recommended to determine the tissue distribution of E. koka n. sp. and other Eimeria species in kiwi.
40202621	Correction: NH<sub>4</sub><sup>+</sup>-Modulated Cathodic Interfacial Spatial Charge Redistribution for High-Performance Dual-Ion Capacitors.	NA
40202620	CSF2 promotes chemoresistance in colorectal cancer by regulating Notch pathway.	Increasing evidence suggests that resistance to 5-fluorouracil (5FU) and oxaliplatin (OXP) in colorectal cancer (CRC) is linked to poor prognosis. This study aimed to probe the effect of colony-stimulating factor 2 (CSF2) on the resistance of CRC to 5FU and OXP.
40202619	Investigation of GD2 synthase as a potential marker for retinoblastoma poor prognosis.	Retinoblastoma (RB) is a pediatric ocular malignancy with a high prevalence of advanced-stage presentation in developing countries, often resulting in CNS metastasis. Standard diagnostic tools, such as imaging techniques and cerebrospinal fluid (CSF) cytology, have limitations in detecting minimal tumor dissemination. GD2 synthase, a key enzyme that controls ganglioside synthesis, has been proposed as a promising marker for tumor dissemination in various cancers but its relevance in RB remains unexplored. This study evaluates GD2 synthase expression in RB tumors and CSF samples to assess its association with poor prognosis.
40202618	Cognitive Behavioral Therapy Alone or in Combination with Eszopiclone in Comorbid Insomnia and Obstructive Sleep Apnea in Veterans with Posttraumatic Stress Disorder: A Randomized Trial.	We sought to assess the augmentation of brief behavioral therapy for insomnia (BBTI) with eszopiclone (ESZ) over BBTI alone for the treatment of chronic insomnia on sleep quality, sleep indices, and continuous positive airway pressure (CPAP) adherence in PTSD veterans with COMISA. The pilot trial involved 53 PTSD patients (46 males and 7 females, mean age 48.2±8.3 years) with COMISA randomized to combination therapy of BBTI plus 2 weeks of eszopiclone (2 mg/d) or BBTI alone with follow-up visits conducted at 6 and 24 weeks. The main outcome measure was sleep quality assessed by the Pittsburgh Sleep Quality Index (PSQI). A significant decrease in PSQI scores was observed between baseline and 24 weeks for BBTI plus ESZ (-5.24 [95% CI, -6.55 to -3.94]; p < 0.001) and BBTI-only (-5.45 [95%CI, -6.75 to -4.14]; p < 0.001). No significant group allocation effects x time interactions were detected. Similar improvements were recorded for ISI between baseline and 24 weeks (BBTI plus ESZ (-8.32 [95%CI, -10.51 to -6.14]; p < 0.001) and BBTI-only (-8.64 [95%CI, -10.88 to -6.41]; p < 0.001)) with no interaction effect between treatment groups x time. Combination therapy produced a higher remission rate of insomnia at 6 weeks, with both interventions achieving comparable rates at 24 weeks. Results of the mixed effect models for CPAP use revealed no group x time interaction effects. In patients with COMISA, the combination of eszopiclone with BBTI resulted in comparable improvement in sleep quality of life to that achieved with BBTI-only therapy. Although the addition of eszopiclone to BBTI conferred an early benefit in remission rate of insomnia relative to BBTI, both modalities achieved similar outcomes at long-term follow-up. Clinical Trial Registration This study was registered with ClinicalTrials.gov (Identifier NCT03937713).
40202617	Validation of the Romanian Version of Autism Spectrum Quotient (AQ) and Empathy Quotient (EQ) in the General Population.	The diagnosis of Autism Spectrum Disorder (ASD) can be difficult to achieve, especially since the diagnostic criteria have changed in the last decade. This challenge is even greater for Romanian clinicians, as there are currently no screening tools validated for diagnosing ASD in adults within the Romanian population.
40202616	Response to comments.	NA
40202615	Prevalence and Diversity of Gastrointestinal Nematodes in Small Ruminants in Iran: a Systematic Review and Meta-analysis.	Gastrointestinal nematodiasis is a significant challenge in small ruminant breeding. The present systematic review and meta-analysis shed light on the frequency and distribution of the infection in a nationwide perspective.
40202614	Extracellular Vesicles from Dendritic Cells Protect Against Sporothrix brasiliensis Yeast Cells.	Sporotrichosis is an emerging subcutaneous mycotic zoonosis that affects the skin, lymphatic system, and other organs of humans and animals. Like other infectious fungal diseases, it becomes even more severe when it affects immunosuppressed patients. This infection has a global distribution and is endemic in some regions of Brazil and it is an important zoonotic public health problem. The disease is caused by a complex of at least four pathogenic species, including Sporothrix brasiliensis. The immunological response against these species has not yet been completely elucidated. Still, structures such as extracellular vesicles could carry important components that can contribute to the modulation and control of this significant infection. Thus, this work aims to analyze the participation of EVs from naïve dendritic cells and EVs from DCs previously primed with S. brasiliensis yeast and primed with EVs from the fungus in the immune response against experimental sporotrichosis in murine models. The groups that received EVs from DCs primed with S. brasiliensis or their EVs showed a significant decrease in fungal load compared to the negative control group. When we analyzed the cytokine profile in the skin of mice treated with EVs before infection, we observed an increase in IFN-ℽ, TNF-α, IL-17, and IL-10, mainly in animals previously treated with EVs from DCs cultivated with yeast cells. It is worth highlighting that all prophylactic protocols modulated and minimized fungal growth compared to the control; that is, EVs contributed to the control of the infection and acted in favor of the host, demonstrating a protective character.
40202613	Pre-fracture functional status and 30-day recovery predict 5-year survival in patients with hip fracture: findings from a prospective real-world study.	Disability overcomes mortality burden in older adults with hip fracture, expanding unhealthy lifespan. Building comprehensive assessment, pre-fracture functional status and 30-day post-surgical recovery are the most powerful predictors of 5-years survival. A tool supporting estimation of long-term survival may optimize the appropriate delivery of targeted interventions.
40202612	Hamate metacarpal injury: a case series and suggested algorithm for treatment.	Ulnar-sided carpometacarpal fractures and fracture-dislocations are relatively rare but significant injuries due to their impact on hand function. Hamate metacarpal injury represents a trauma to the ulnar corner of the hand. It could lead to fracture of the base of the fourth and fifth metacarpals with associated dislocation. The fourth and fifth carpometacarpal joints have a unique saddle-shaped structure consisting of the metacarpal bases and the distal articular surfaces of the hamate bone. This anatomical design ensures high congruence and significant stability while allowing a variety of movements essential for grip strength and hand dexterity. In this case series, we suggest the term "hamate metacarpal injury" to describe this injury better, as the injury includes dislocation, fracture-dislocation, or impaction to the joint.
40202611	Tenecteplase compared to alteplase before mechanical thrombectomy enhances 1-h recanalization and reduces disability in large-vessel occlusion.	The comparative efficacy of tenecteplase versus alteplase in achieving early recanalization (ER) before mechanical thrombectomy (MT) for large-vessel occlusion (LVO) remains uncertain.
40202610	ITGA1, the alpha 1 subunit of integrin receptor, is a novel marker of drug-resistant senescent melanoma cells in vitro.	Chemotherapy-induced senescence may promote drug resistance and treatment failure. Precise detection and elimination of senescent cancer cells is considered as a novel promising anticancer strategy. However, data on senescence-associated skin cancer cell surface markers as potential therapeutic targets are limited. In the present study, we have established two models of drug-induced senescence in vitro using DNA damaging chemotherapeutics, namely etoposide (0.75-5 µM) and cisplatin (1.25-5 µM), and ten skin cancer cell lines, both melanoma (n = 8, A375, G-361, MM370, SH-4, SK-MEL-1, MeWo, MM127, RPMI-7951) and non-melanoma (n = 2, A431, MCC13), to investigate the levels of 97 cell surface markers. Initial gene expression analysis revealed the increasing tendency in the levels of seven transcripts (ITGA1, ITGA3, VAMP3, STX4, ARMCX3, ULBP2, and PLAUR) and five transcripts (ITGA1, ITGA3, STX4, ARMCX3, and PLAUR) in five etoposide and cisplatin-induced senescent melanoma cell lines, respectively, compared to corresponding proliferating cells. Elevated pools of integrin α1 (ITGA1) were confirmed at mRNA and protein levels in eight drug-induced senescent melanoma cell lines. Similar pattern of changes in integrin α1 levels was not observed in drug-induced senescent non-melanoma skin cancer cells. Analysis using clinical melanoma samples also showed that the levels of ITGA1 and ITGA3 were correlated with the presence of melanoma cells in a section. We document that integrin α1 can be considered as a novel marker of drug-induced senescent melanoma cells. Thus, we postulate that new integrin α1-based targeted therapies can be designed and tested against drug-induced senescent melanoma cells.
40202609	Intracellular hydrogen sulfide induces stress granule formation and translational repression through eIF2α phosphorylation.	Acute exposure to high concentrations of hydrogen sulfide (H<sub>2</sub>S), a toxic gaseous substance, can cause potentially lethal respiratory damages. Stress granules (SGs) are cytoprotective membrane-less intracellular organelles formed transiently in response to various stressors. We examined SG formation and the underlying molecular mechanism following exposure to high concentrations of H<sub>2</sub>S using human bronchial BEAS-2B (BEAS) and GFP-tagged G3BP1-stably transfected CHO cells. We first examined the changes in intracellular H<sub>2</sub>S concentration by NaHS exposure. Qualitative and quantitative analyses revealed that intracellular H<sub>2</sub>S levels rapidly increased after NaHS exposure and accumulated in cells dose dependently. In terms of the response to H<sub>2</sub>S taken up after exposure to 2.5-10 mM NaHS, both cell lines formed discrete SG assemblies within 1 h. SG formation induced by NaHS exposure was enhanced by treatment with glutathione (GSH) or thioredoxin (Trx) inhibitor but suppressed by treatment with a PERK inhibitor or integrated stress response inhibitor. Levels of phosphorylation of eIF2 α, which is essential for canonical SG formation, were significantly and dose-dependently increased in NaHS-exposed BEAS cells. Phosphorylation of eIF2α was further increased by GSH or Trx inhibitor treatment. These results suggest that GSH and Trx play protective roles in H<sub>2</sub>S-induced SG formation. PERK, a kinase of eIF2α, might activate the pathway partially. Levels of newly synthesized proteins were markedly reduced in NaHS-exposed cells. In summary, when humans inhale high concentrations of H<sub>2</sub>S, H<sub>2</sub>S is rapidly taken up by pulmonary cells and induces SG formation and translational repression via eIF2α phosphorylation, thereby protecting against cell death.
40202608	Physical and mental disability is evident 8 years after diagnosis in early rheumatoid arthritis despite contemporary medication and non-pharmacological interventions.	Early interventions are known to reduce disease activity and physical disability in rheumatoid arthritis (RA), but less is known about mental health, especially in the era of early active pharmacotherapy. Consequently, we compared long-term physical and mental disability in an early RA cohort (1996-1998) with a later cohort (2006-2008).
40202607	CD3 + CD4 + T cells counts reflect the severity and prognosis of invasive pulmonary aspergillosis in patients with connective tissue disease-associated interstitial lung disease.	Invasive pulmonary aspergillosis (IPA) is a potentially fatal complication in patients with connective tissue disease-associated interstitial lung disease (CTD-ILD). The aim of this study is to investigate the clinical significance of CD3 + CD4 + T cells counts in CTD-ILD with IPA patients.
