mid	title	abstract
40000369	Evaluation of Chiral Pesticide Chlorbufam at the Enantiomeric Level: Absolute Configuration, Separation, Herbicidal Activity, and Degradation in Soil.	Chlorbufam is a photosynthesis inhibitor chiral herbicide with a pair of enantiomers, which is rarely a concern. In this work, the optically pure enantiomers of chlorbufam were first synthesized and characterized, and the enantioselective herbicidal activity and mechanism were studied. Chlorbufam enantiomers showed significant differences in bioactivity against <i>Echinochloa crus-galli</i> and <i>Abutilon theophrasti</i>, and <i>R</i>-(+)-chlorbufam was identified as the most active against the targeted organisms with higher bioactivity of 3.95 and 1.71 times than <i>S</i>-(-)-chlorbufam. Chlorbufam enantiomers exerted herbicidal activity by inhibiting photosynthesis according to the results of the determination of photosynthetic pigment contents and molecular docking. Additionally, a novel HPLC-MS/MS method was successfully developed and validated for the detection of chlorbufam enantiomers and further applied for the enantioselective degradation study in soil. As a result, chlorbufam was satisfactory enantioseparated with a resolution of 2.37 on a Chiralpak IH column using the mobile phase of acetonitrile and water (60:40, v/v). Good linearity for chlorbufam enantiomers was obtained with correlation coefficients ≥0.9990, and the recovery ranged from 74.1 to 119% with relative standard deviations ≤10.9% at three spiked levels. The degradation behaviors of chlorbufam enantiomers were significantly different, and <i>S</i>-(-)-chlorbufam was preferentially degraded. The findings encouraged the application of enantiopure <i>R</i>-(+)-chlorbufam herbicide to reduce dosage rates, decrease environmental risks, and protect human health.
40000133	[Studies on the role of iron death in paraquat-induced mesenchymalization of alveolar epithelial cells].	<b>Objective:</b> To investigate the role of iron death in paraquat (PQ) -induced alveolar epithelial mesangialization (EMT) . <b>Methods:</b> In August 2023, the appropriate PQ staining concentration as well as the intervention concentration of lipoinhibitor-1 (Lip-1) were screened by CCK8 method. The RLE-6TN cells were divided into three groups, which were control group, PQ group and iron death inhibition group, 200 μmol/L PQ solution was given to the PQ group, and PQ 200 μmol/L and 0.1 μmol/L Lip-1 solution was given to the iron death inhibition group, the control group was added the same amount of cell medium. morphological changes and migratory viability of the cells in each group were observed at 12 h, 24 h and 48 h after the poisoning, and the contents of ferrous ions (Fe(2+)), reactive oxygen radicals (ROS), glutathione (GSH), superoxide dismutase (SOD), and malondialdehyde (MDA) were detected in each group; meanwhile, qRT-PCR and western-blot were used to determine the molecular expression of E-cadherin, α-smooth muscle actin (α-SMA), and Collagen I in the cells in each group. The difference between group was compared by ANOVA, and the further pairwise comparison was conducted by Bonferroni method. <b>Results:</b> Cell viability was detected using CCK8, and the results showed that the cell survival rate of RLE-6TN cells treated with 200 μmol/L PQ+0.1 μmol/L Lip-1 solution was 56.6%. The migration activity of RLE-6TN cells in the iron death inhibition group was weaker than that in the PQ group after 24 and 48 hours of exposure, and the degree of EMT changes in the cells was reduced compared to the PQ group. After 12, 24, and 48 hours of exposure, the Fe(2+) concentration, ROS fluorescence intensity, and MDA content in the iron death inhibition group decreased compared to the corresponding time points in the PQ group (<i>P</i><0.05/3), while compared with PQ group, the GSH concentration and SOD concentration increased compared to the corresponding time points in the PQ group (<i>P</i><0.05/3). The results showed that compared with the control group, the expression levels of E-cadherin mRNA and protein in PQ group and iron death inhibition group were both decreased (<i>P</i><0.05/3), while compared with PQ group, the expression levels of E-cadherin mRNA and protein in iron death inhibition group were increased (<i>P</i><0.05/3) ; Compared with the control group, the expression levels of α-SMA, Collagen I mRNA and protein in PQ group and iron death inhibition group cells increased (<i>P</i><0.05/3), while compared with PQ group, the expression levels of α-SMA, Collagen I mRNA and protein in iron death inhibition group cells decreased (<i>P</i><0.05/3) . <b>Conclusion:</b> Ferroptosis is involved in the EMT process of alveolar epithelial cells induced by PQ. Inhibiting ferroptosis can reduce cellular oxidative damage and alleviate the degree of cellular EMT.
39999999	Discovery of Novel Amide Derivatives Containing an Oxazole/Isoxazole Moiety as Potential SDH Inhibitors: Design, Synthesis, and Nematicidal Activity.	To develop new nematicides, amide derivatives with oxazole/isoxazole were synthesized via scaffold-hopping as succinate dehydrogenase (SDH) inhibitors. The nematicidal activities of these target compounds were tested against <i>Bursaphelenchus xylophilus</i>, <i>Aphelenchoides besseyi</i>, and <i>Ditylenchus destructor</i>. Some of the compounds showed excellent nematicidal activities. Compound <b>B21</b> had LC<sub>50</sub> values of 3.2 mg/L for <i>B. xylophilus</i>, 11.5 mg/L for <i>A. besseyi</i>, and 10.5 mg/L for <i>D. destructor</i>. Compound <b>B21</b> exerted a pronounced inhibitory effect on feeding, reproduction, and embryonic development capabilities of <i>B. xylophilus</i>, while concurrently triggering deleterious oxidative stress responses within the nematodes. These reactions led to intestinal damage and eventually death of the nematodes. Compound <b>B21</b> exhibited strong hydrophobic interactions with the residues Arg-76, Val-103, Pro-193, and Ile-242 of SDH. Additionally, <b>B21</b> significantly inhibited the SDH of <i>B. xylophilus</i>, with an IC<sub>50</sub> value of 6.5 μmol/L.
39999947	The role of microbiomes in shaping insecticide resistance: current insights and emerging paradigms.	Insecticide resistance is a global challenge in agriculture and public health, with the microbiome increasingly recognized as a key contributor. This review synthesizes current research on the microbiome's roles in insecticide resistance, emphasizing mechanisms like microbe-mediated insecticide detoxification, bioactivation, and modulation of host gene expression and physiology. We also explore how different environmental factors impact microbe-host interactions and the roles of epigenetics and post-transcriptional regulation in linking microbial effects to resistance. Integrating evidence from various insect species, this review also proposes strategies for resistance management, including genetically engineered microbes to detoxify insecticides and microbial diagnostic tools for monitoring resistance markers.
39999921	Cuticle thickening mediates insecticide penetration resistance in Spodoptera litura.	Long-term and extensive use of chemical pesticides has led to the development of resistance in many important agricultural pests. The mechanisms of resistance formation in pests are complex and variable, and unraveling the resistance mechanisms is the key to control resistant pests. Insect cuticle, as the first line of defense for insecticides, plays a non-negligible role in insecticide penetration resistance. Although penetration resistance is widespread in insects, the multiple molecular mechanisms that impede insecticide penetration are unclear, especially in Spodoptera litura.
39999704	Imidacloprid and amitraz differentially alter antioxidant enzymes in honeybee (Apis mellifera) hemocytes when exposed to microbial pathogen-associated molecular patterns.	Honeybees (Apis mellifera) are increasingly exposed to pesticides and microbial stressors, yet their combined effects on immune defenses remain unclear. Exposure to the neonicotinoid imidacloprid and the acaricide amitraz, alone and in combination, alters antioxidant enzyme activity in hemocytes when challenged with bacterial components such as lipopolysaccharide and peptidoglycan or the fungal-derived molecule zymosan A. The combination of pesticides with zymosan A synergistically suppresses superoxide dismutase and glutathione-S-transferase activity, while catalase activity remains unchanged. In contrast, lipopolysaccharide counteracts pesticide-induced oxidative stress, suggesting immune-pathway-specific modulation. The heightened vulnerability of honeybees to fungal-associated immune challenges in pesticide-contaminated environments compromises their ability to detoxify harmful substances and respond to infections. Such approaches that include comparison of different microbial interactions, pesticide cocktails, and immunity are needed. Understanding these interactions is essential for improving pesticide regulations and pollinator conservation efforts in the face of increasing environmental stressors.
39999548	Fluorescent molecularly imprinted hydrogel sensing strip based on nitrogen-doped carbon dots and inverse opal photonic crystals applying for effective detection for imidacloprid in fruits and vegetables.	This study integrated nitrogen-doped carbon dots (nitrogen-doped CDs) with remarkable fluorescence into a high-porosity inverse opal photonic crystal (IOPC) structure. A portable fluorescent hydrogel strip was developed by incorporating molecular imprinted biomimetic recognition, enabling the rapid identification and accurate detection of the insecticide imidacloprid (IMI). The ordered and hierarchical architecture of the IOPCs was advantageous to the uniform dispersion of nitrogen-doped CDs while providing efficient mass transfer channels for IMI. Additionally, the sensing strips achieved adsorption equilibrium within 20 min and demonstrated excellent selectivity, stability, and reusability. They showed a linear response to IMI across the range of 0.1-50 μg/mL (R<sup>2</sup> = 0.9905) with a detection limit of 0.065 μg/mL (S/N = 3). The spiked recoveries ranged from 88.2 % to 102.8 %, aligning well with HPLC results. This indicates that the developed fluorescent molecularly imprinted hydrogel sensing strip is an effective analytical tool for detecting IMI residues in food products.
39999486	Persistent organic pollutants and plasma microRNAs: A community-based profiling analysis.	Whether exposure to persistent organic pollutants (POPs) may incur microRNAs (miRNAs) dysregulation remains largely unclear.
39999139	Quantifying variation of non-point source pollution and its impact factors: A study of Nansi Lake Basin.	Agricultural non-point source (NPS) pollution directly affects the quality of soil and water, ecological balance and human health, and is a key challenge to achieve sustainable environmental development and efficient resource management. Taking the Nansi Lake Basin (NLB) as the study area, this study explores the main sources of agricultural NPS pollution and its influencing factors, aiming to provide scientific basis for the management of water resources in the basin. Current studies usually use the runoff pollution partitioning method to estimate agricultural NPS pollution loads in runoff, but the accuracy of the analyses is limited by the incompleteness of water quality monitoring data, especially the lack of complete runoff records in some years. To compensate for this deficiency, this study simulated the river runoff based on the Long-Term Hydrological Impact Assessment (L-THIA) model, and applied the simulation results to the quantitative calculation of agricultural NPS pollution loads after verifying the model reliability through accuracy calibration. Based on L-THIA model, the spatial and temporal distribution data of agricultural NPS pollution in the basin from 2010 to 2020 were obtained, the distribution characteristics of chemical oxygen demand (COD) and ammonia nitrogen (NH3-N) were quantitatively assessed, and the impacts of natural and socio-economic factors on them were analyzed. A regression model was developed to simulate future agricultural NPS pollution through multiple regression analysis. The results showed that the total agricultural NPS pollution in the NLB showed an increasing trend during the study period. In particular, among the socio-economic factors, COD and NH3-N were significantly correlated with fertilizer application, pesticide use, rural employment and total population. Among the natural factors, topographic index, watershed area and gully density were positively correlated with pollutants, while slope and soil organic matter were negatively correlated. The results of this study raise awareness of the contribution of influencing factors and allow researchers and planners to focus on the most important NPS pollution sources and influencing factors. The study provides an important reference for the prevention and control of agricultural NPS pollution in the NLB, which is of great practical importance.
39999124	Clinical safety and pharmacokinetics of a novel oral niclosamide formulation compared with marketed niclosamide chewing tablets in healthy volunteers: A three-part randomized, double-blind, placebo-controlled trial.	Niclosamide is an established anthelmintic substance and a promising candidate for treating cancer, viral infections, and other diseases. However, its solubility in aqueous media is low, and the systemic bioavailability of the commercially available chewing tablet is poor, limiting the use of niclosamide for systemic treatment. A liquid oral formulation using polyethylene glycol 400 was developed and investigated in healthy volunteers to assess safety, tolerability, and pharmacokinetics in comparison to the marketed tablet. (ClinicalTrials.gov: NCT04644705).
39999022	A hidden artefact: how surfactants can distort the results of springtail reproduction tests.	Soils are exposed to multiple substance groups, including surfactants, which directly enter soils when they are used as additives in fire-fighting liquids or pesticide mixtures due to their surface tension-lowering properties. The impact of chemicals on soil health is often tested with the springtail reproduction test. We tested the effects of the trisiloxane Break-Thru® S 301 on the reproduction of Folsomia candida in three soils according to Organisation for Economic Co-operation and Development (OECD) guideline 232. Juveniles were extracted either by heat or flotation. In the latter method, recommended by OECD 232, test soil is flooded with water and stirred so that springtails float and swim on the water surface. Additionally, we tested the impact of Break-Thru® S 301 on other life-history endpoints linked with reproduction, namely reproduction investment and hatching success. We found a significant decline of recovered springtails at soil concentrations of Break-Thru® S 301 down to 2 mg/kg in sandy soils when using flotation. However, using heat extraction no effects were found at the same concentrations. Also, reproduction investment and hatching success did not indicate any toxicity of Break-Thru® S 301 to springtails at all. In conclusion, Break-Thru® S 301 reduced the water surface tension in the flotation process so that springtail juveniles just sank and disappeared from the water surface. This artefact potentially can occur for all surfactants tested this way. We propose testing surfactant's impact on springtail flotation by adding a few drops of surfactant and observing springtails' sinking behaviour, before testing toxicity. Alternatively, heat extraction or surfactant controls can be applied. Most importantly, these options should be mentioned in the respective guidelines, which are highly relevant for chemical risk assessment.
39999018	Content Hubs, Information Flows, And Reactions for Pesticide-Related Discussions On Twitter.	Pesticides are essential in modern agriculture for controlling pests and enhancing food production. However, concerns about their human and environmental health impacts have broadened discussions on their use, regulation, ethics, and sustainability. Scientific research, media coverage, input from corporations, governments, and non-governmental organizations (NGOs) shape public opinions and potentially influence regulatory decisions. This project analyzed pesticide-related discussions on Twitter/X from 2013 to 2022, focusing on information influence and propagation among individuals and organizations, advancing over prior research that looked at topic frequency, trends, and geography. Using a validated snowball sampling method, we collected over 3 million tweets from 1 million users and identified key network influencers, ie, information hubs, analyzing their content, popularity, and characteristics. Machine learning and a tailored information flow score were used to explore the dynamics of information flow and sentiment across hubs. Our analysis revealed that organizational hubs, particularly NGOs and media, were more active and had higher follower-to-following ratios than individual influencers. NGOs and media also dominated the pesticide-related discourse, while individual influencers had a lesser role. Information sources were unevenly distributed, with a dominance of retweets, news, and media posts, and a low prevalence of scientific sources. Information flow was high through NGOs, academia, and individuals, but poor from government accounts. Pesticide-focused hubs were more active and targeted in their information dissemination, with public sentiment largely negative. By delving deeper into the dynamics of information dissemination and influence networks, this study provides insights that emphasize 1) the need for better communication strategies to integrate diverse stakeholder perceptions and values, and 2) prioritizing the dissemination of credible scientific information, while also addressing sectoral disparities. Together, they can help policymakers and industry stakeholders build trust, promote transparency, and advance sustainable pesticide regulation.
39998963	Chlorantraniliprole as seed treatments against the black cutworm Agrotis ipsilon (Lepidoptera: Noctuidae) via residues in cotton ecosystem and the exposure risks to honeybees as measured in pollen.	The black cutworm Agrotis ipsilon (Hufnagel) (Lepidoptera: Noctuidae) can damage the cotton seedlings and induce destructive yield loss. Seed coating with systemic insecticides is a cost-effective alternative to control A. ipsilon during the early stage of cotton, but the control efficacy and exposure risk to honeybees remain unclear. This study evaluated the control effects of the anthranilic diamide insecticide chlorantraniliprole on A. ipsilon in cotton crops and the corresponding exposure risks to honeybees. Field studies revealed the control efficacy of chlorantraniliprole at 2 or 4 g/kg seed was greater than 75%, which was comparable to its spray control during the seedling development stage. A residual toxicity trial revealed that chlorantraniliprole treatment had a dose-response control effect on A. ipsilon during the 19 days after sowing. The residue levels of chlorantraniliprole in the stem bases and soil were found consistent with the residual toxicity against A. ipsilon. In the cotton flowering period, the highest detection frequency and residue of chlorantraniliprole were found in pollen from the plots treated with 4 g/kg seed. By using 2 independent risk assessment approaches, the exposure risk of chlorantraniliprole seed treatments were evaluated to be acceptable to honeybees. Overall, chlorantraniliprole coated with 2 g/kg seed was an effective alternative for controlling A. ipsilon at the cotton seedling stages.
39998841	Novel Insights into the Control of <i>Sitophilus zeamais</i> in Grain by Chitosan-Nanoparticle-Contained ds<i>SzCOX</i>.	<i>Sitophilus zeamais</i> is a highly destructive pest of stored grains worldwide. To develop novel RNA insecticides, the double-stranded RNA of <i>S. zeamais</i> cytochrome c oxidase (ds<i>SzCOX</i>s: ds<i>SzCOX</i>I, ds<i>SzCOX</i>II, and ds<i>SzCOX</i>III) was successfully expressed in the pET28a-BL21(DE3)-RNaseIII<sup>-</sup> system and remarkably downregulated the expression level of <i>SzCOX</i>s in <i>S. zeamais</i> through injection or feeding methods, leading to high mortalities in both larvae and adults. Under their optimal expression conditions (isopropyl β-d-thiogalactoside, 0.6 mM), the yields of ds<i>SzCOX</i>I (at 28 °C for 4 h), ds<i>SzCOX</i>II (at 37 °C for 6 h), and ds<i>SzCOX</i>III (at 37 °C for 6 h) were 8.49, 5.80, and 6.04 μg/mL respectively. The chitosan-based gene delivery system composed of ds<i>SzCOX</i>s (CS@ds<i>SzCOX</i>s) was established for the insecticidal effect of <i>S. zeamais</i> adults via mixing wheat seeds, with the mortality reaching 50% on day ten. Consequently, this nanoparticle-mediated gene delivery system is expected to be an effective approach for <i>S. zeamais</i> control.
39998101	The Proteolytic Activation, Toxic Effects, and Midgut Histopathology of the <i>Bacillus thuringiensis</i> Cry1Ia Protoxin in <i>Rhynchophorus ferrugineus</i> (Coleoptera: Curculionidae).	The red palm weevil (RPW; Coleoptera: Curculionidae) is a destructive pest affecting palms worldwide, capable of causing significant economic losses and ecological damage in managed palm ecosystems. Current management heavily relies on synthetic insecticides, but their overuse fosters resistance. <i>Bacillus thuringiensis</i> (Bt) offers a promising alternative, producing toxins selective against various insect orders, including Coleoptera. However, no specific Bt toxin has yet been identified for RPW. This study investigates the toxicity against RPW larvae of the Bt Cry1Ia protoxin, known for its dual activity against Lepidoptera and Coleoptera. A laboratory RPW colony was reared for two generations, ensuring a reliable insect source for bioassays. Cry1Ia was expressed as a 6xHis-tagged fusion protein in <i>Escherichia coli</i> and purified using nickel affinity. Incubation with RPW larval gut proteases for 24 h produced a stable core of ~65 kDa. Diet-incorporation bioassays revealed high Cry1Ia toxicity in neonate larvae. In contrast, the lepidopteran-active Cry1Ac protoxin, used as a robust negative control, was completely degraded after 24 h of in vitro proteolysis and showed no toxicity in bioassays. Cry1Ia-fed larvae exhibited significant midgut cell damage, characteristic of Bt intoxication. These findings highlight Cry1Ia's strong potential for integration into RPW management programs.
39998085	Biocontrol Activity of New Lactic Acid Bacteria Isolates Against Fusaria and <i>Fusarium</i> Mycotoxins.	As significant fungal pathogens of crops, Fusaria species contaminate various food and feed commodities. Some of the <i>Fusarium</i> spp. secondary metabolites (e.g., trichothecenes, zearalenone, and fumonisins) are widely known toxic molecules (mycotoxins) with chronic and acute effects on humans and animals. The growing demand for safer, pesticide-free food drives us to increase biological control during crop growing. Recent research suggests that lactic acid bacteria (LABs) as biocontrol are the best choice for extenuating <i>Fusarium</i> mycotoxins. Newly isolated LABs were tested as antifungal agents against <i>Fusarium verticillioides</i>, <i>F. graminearum</i>, and <i>F. oxysporum</i>. The characterized and genetically identified LABs belonged to <i>Limosilactobacillus fermentum</i> (SD4) and <i>Lactiplantibacillus plantarum</i> (FCW4 and CB2) species. All tested LABs and their cell-free culture supernatants showed antagonism on the MRS solid medium. The antifungal activity was also demonstrated on surface-sterilized wheat and peanuts. The germination test of corn kernels proved that the LAB strains SD4 and FCW4 significantly (<i>p</i> < 0.05) enhanced root and shoot development in plantlets while simultaneously suppressing the outgrowth of <i>F. verticillioides</i>. Small-scale corn silage fermentation revealed the significant effects of SD4 supplementation (decreased zearalenone, lower mold count, and total reduction of deoxynivalenol) within the mixed populations.
39998084	Distinct Impact of Processing on Cross-Order Cry1I Insecticidal Activity.	The insecticidal Cry proteins from <i>Bacillus thuringiensis</i> are used in biopesticides or transgenic crops for pest control. The Cry1I protein family has unique characteristics of being produced during the vegetative rather than sporulation phase, its protoxins forming dimers in solution, and exhibiting dual toxicity against lepidopteran and coleopteran pests. The Cry1Ia protoxin undergoes sequential proteolysis from the N- and C-terminal ends, producing intermediate forms with insecticidal activity, while in some cases, the fully processed toxin is inactive. We investigated the oligomerization and toxicity of Cry1Ia intermediate forms generated through trypsinization (T-Int) and larval gut fluid (GF-Int) treatments, as well as the fully trypsinized protein (toxin). Heterologously expressed intermediate forms assembled into oligomers and showed similar toxicity to Cry1Ia protoxin against <i>Ostrinia nubilalis</i> (European corn borer) larvae, while the toxin form was ~30 times less toxic. In contrast, bioassays with <i>Leptinotarsa decemlineata</i> (Colorado potato beetle) larvae did not show significant differences in toxicity among Cry1Ia protoxin, T-Int, GF-Int, and fully processed toxin. These results suggest that the Cry1I mode of action differs by insect order, with N-terminal cleavage affecting toxicity against lepidopteran but not coleopteran larvae. This knowledge is essential for designing pest control strategies using Cry1I insecticidal proteins.
39998066	Detoxification of Ustiloxin A Through Oxidative Deamination and Decarboxylation by Endophytic Fungus <i>Petriella setifera</i>.	Ustiloxins are a group of cyclopeptide mycotoxins produced by rice false smut pathogen <i>Villosiclava virens</i> (anamorph: <i>Ustilaginoidea virens</i>) which seriously threaten the safety production of rice and the health of humans and livestock. Ustiloxin A, accounting for 60% of the total ustiloxins, is the main toxic component. Biotransformation, a process of modifying the functional groups of compounds by means of regio- or stereo-specific reactions catalyzed by the enzymes produced by organisms, has been considered as an efficient way to detoxify mycotoxins. In this study, the endophytic fungus <i>Petriella setifera</i> Nitaf10 was found to be able to detoxify ustiloxin A through biotransformation. Two transformed products were obtained by using the cell-free extract (CFE) containing intracellular enzymes of <i>P. setifera</i> Nitaf10. They were structurally characterized as novel ustiloxin analogs named ustiloxins A1 (<b>1</b>) and A2 (<b>2</b>) by analysis of the 1D and 2D NMR and HRESIMS spectra as well as by comparison with known ustiloxins. The cytotoxic activity of ustiloxins A1 (<b>1</b>) and A2 (<b>2</b>) was much weaker than that of ustiloxin A. The biotransformation of ustiloxin A was found to proceed via oxidative deamination and decarboxylation and was possibly catalyzed by the intracellular amine oxidase and oxidative decarboxylase in the CFE. An appropriate bioconversion was achieved by incubating ustiloxin A with the CFE prepared in 0.5 mol/L phosphate buffer (pH 7.0) for 24 to 48 h. The optimum initial pH values for the bioconversion of ustiloxin A were 7-9. Among eight metal ions (Co<sup>2+</sup>, Cu<sup>2+</sup>, Fe<sup>3+</sup>, Zn<sup>2+</sup>, Ba<sup>2+</sup>, Ca<sup>2+</sup>, Mg<sup>2+</sup> and Mn<sup>2+</sup>) tested at 5 mmol/L, Cu<sup>2+</sup>, Fe<sup>3+</sup> and Zn<sup>2+</sup> totally inhibited the conversion of ustiloxin A. In conclusion, detoxification of ustiloxin A through oxidative deamination and decarboxylation is an efficient strategy.
39997957	Effects of Environmental Chemical Pollutants on Microbiome Diversity: Insights from Shotgun Metagenomics.	Chemical exposure in the environment can adversely affect the biodiversity of living organisms, particularly when persistent chemicals accumulate over time and disrupt the balance of microbial populations. In this study, we examined how chemical contaminants influence microorganisms in sediment and overlaying water samples collected from the Kinnickinnic, Milwaukee, and Menomonee Rivers near Milwaukee, Wisconsin, USA. We characterized these samples using shotgun metagenomic sequencing to assess microbiome diversity and employed chemical analyses to quantify more than 200 compounds spanning 16 broad classes, including pesticides, industrial products, personal care products, and pharmaceuticals. Integrative and differential comparative analyses of the combined datasets revealed that microbial density, approximated by adjusted total sequence reads, declined with increasing total chemical concentrations. Protozoan, metazoan, and fungal populations were negatively correlated with higher chemical concentrations, whereas certain bacterial (particularly Proteobacteria) and archaeal populations showed positive correlations. As expected, sediment samples exhibited higher concentrations and a wider dynamic range of chemicals compared to water samples. Varying levels of chemical contamination appeared to shape the distribution of microbial taxa, with some bacterial, metazoan, and protozoan populations present only at certain sites or in specific sample types (sediment versus water). These findings suggest that microbial diversity may be linked to both the type and concentration of chemicals present. Additionally, this study demonstrates the potential roles of multiple microbial kingdoms in degrading environmental pollutants, emphasizing the metabolic versatility of bacteria and archaea in processing complex contaminants such as polyaromatic hydrocarbons and bisphenols. Through functional and resistance gene profiling, we observed that multi-kingdom microbial consortia-including bacteria, fungi, and protozoa-can contribute to bioremediation strategies and help restore ecological balance in contaminated ecosystems. This approach may also serve as a valuable proxy for assessing the types and levels of chemical pollutants, as well as their effects on biodiversity.
39997943	Acute Toxicity, Neurotoxic, Immunotoxic, and Behavioral Effects of Deltamethrin and Sulfamethoxazole in Adult Zebrafish: Insights into Chemical Interactions and Environmental Implications.	The increasing presence of antimicrobial agents and pesticides in aquatic environments raises concerns about their potential impacts on non-target organisms. Among these chemicals, deltamethrin (DM), a widely used pesticide, and sulfamethoxazole (SMX), an antimicrobial commonly detected in water bodies, pose significant ecological risks. This study investigates the acute toxicity, neurotoxic effects, oxidative stress responses, immune-related gene expression, and feeding behavior of adult zebrafish exposed to DM and SMX. The 96 h LC<sub>50</sub> for DM was 4.84 µg/L, indicating significant acute toxicity, while the LC<sub>50</sub> for the DM + SMX mixture was 11.32 µg/L, suggesting that SMX may mitigate the toxicity of DM. Neurotransmitter alterations, including reduced levels of γ-aminobutyric acid (γ-GABA), serotonin (5-HT), and acetylcholinesterase (AChE), were observed, with the combination of DM and SMX showing partial restoration of AChE activity. Oxidative stress markers revealed significant changes in antioxidant enzyme activities, with DM exposure increasing superoxide dismutase (SOD) and glutathione-S-transferase (GST) activities, while decreasing catalase (CAT) and glutathione peroxidase (GPX) activities. Immune-related gene expression demonstrated suppressed IgM, IgD, and IgZ levels, along with altered inflammatory responses, with both DM and DM + SMX exposure inducing pro-inflammatory cytokines. Finally, feeding behavior was significantly impaired in the DM group at the 3 min mark, while the DM + SMX group showed partial mitigation of this effect. These findings highlight the neurotoxic, immunotoxic, and behavioral effects of DM and SMX, and underscore the potential for chemical interactions to modulate toxicity in aquatic organisms.
39997940	Developmental Toxicity and Cardiotoxicity of N, N-Dimethylaniline in Zebrafish Embryos.	N, N-Dimethylaniline is an important chemical intermediate and an important metabolite of the pesticide Fenaminosulf. It is widely used in chemical production, but there is an extreme paucity of environmental risk assessments for N, N-dimethylaniline.: In this study, the cardiotoxicity of continuous exposure to N, N-dimethylaniline (20, 40, and 80 μg/mL) for 72 h was evaluated using zebrafish embryos.: The study found that N, N-dimethylaniline not only exhibits developmental toxicity to zebrafish embryos, leading to abnormalities such as pericardial edema, yolk sac edema, and spinal curvature, but also induces oxidative stress, lipid accumulation, and apoptosis, particularly affecting the heart region. Cardiac function indicators such as pericardial area, sinus venosus (SV) and bulbar artery (BA) distance, heart rate, and red blood cell (RBC) rate were all significantly altered due to exposure to N, N-dimethylaniline, with impaired cardiac morphology and structure and the downregulation of gene expression related to heart development and function (<i>myl7</i>, <i>vmhc</i>, <i>myh6</i>, <i>bmp4</i>, <i>tbx2b</i>, and <i>has2</i>).: The research findings suggest that the heart may be the potential target organ for the toxic effects of N, N-dimethylaniline, providing a scientific basis for the rational use of this compound and environmental protection. Furthermore, it enhances public awareness of the safety of substances that may degrade to produce N, N-dimethylaniline during their use.
39997933	Comprehensive Cross-Sectional Study of the Triglyceride Glucose Index, Organophosphate Pesticide Exposure, and Cardiovascular Diseases: A Machine Learning Integrated Approach.	Using NHANES data from 2003 to 2008, 2011 to 2012, and 2015 to 2020, we examined the relationship between urinary organophosphate pesticide (OPP) metabolites and the triglyceride glucose (TyG) index. The TyG index evaluates insulin resistance, a crucial factor in metabolic diseases. Linear regression analyzed urinary metabolites in relation to the TyG index and OPPs. An RCS (restricted cubic spline) model explored the nonlinear relationship of a single OPP metabolite to TyG. A weighted quantile regression and quantile-based g-computation assessed the impact of combined OPP exposure on the TyG index. XGBoost, Random Forest, Support Vector Machines, logistic regression, and SHapley Additive exPlanations models investigated the impact of OPPs on the TyG index and cardiovascular disease. Network toxicology identified CVD targets associated with OPPs. This study included 4429 participants based on specific criteria. Linear regression analysis indicated that diethyl thiophosphate was positively correlated with the TyG index. The positive correlation between OPP metabolites and the TyG index at low to moderate concentrations was confirmed by WQS and QGC analyses. The machine learning results aligned with traditional statistical findings. Network toxicology identified PTGS3, PPARG, HSP40AA1, and CXCL8 as targets influenced by OPPs. OPP exposure influences IR and cardiometabolic health, highlighting the importance of public health prevention.
39997929	Epigenetic Biomarkers Driven by Environmental Toxins Associated with Alzheimer's Disease, Parkinson's Disease, and Amyotrophic Lateral Sclerosis in the United States: A Systematic Review.	Environmental toxins and epigenetic changes have been linked to neurodegenerative diseases, including Alzheimer's Disease (AD), Parkinson's Disease (PD), and amyotrophic lateral sclerosis (ALS). This paper aimed to (i) identify environmental toxins associated with AD, PD, and ALS, (ii) locate potential industrial sources of toxins in the United States (U.S.), and (iii) assess epigenetic changes driven by exposure to toxins reported by patients. Environmental factors and epigenetic biomarkers of neurodegeneration were compiled from 69 studies in the literature using Preferred Reporting Items for Systematic Reviews and Meta Analyses (PRISMA) and geographic information system approaches. Some 127 environmental toxins have been associated or putatively associated with AD, PD, or ALS, with four toxic metals (As, Cd, Mn, and Hg) common to all three of these neurodegenerative diseases. Environmental toxins associated with epigenetic changes (e.g., DNA methylation) in patients include air pollutants, metals, and organic chemicals (e.g., pesticides, mycotoxins, and cyanotoxins). Geographic analysis showed that study locations (e.g., U.S., Europe, and East Asia) were selected by researchers based on convenience of access rather than exposure risk and disease prevalence. We conclude that several toxins and epigenetic markers shared among neurodegenerative diseases could serve as attractive future targets guiding environmental quality improvements and aiding in early disease detection.
